Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID222291,222291,5,19.314,364.875,879.403,0,15,15,7.500,1,42.384,42.945,1190.517,None,None,None,None,None,None,None,-10921639,1190.517,1240,188,2912,582163,587.606,13.170,0.526,1.396
ID222289,222289,6,20.541,208.583,877.107,0,15,15,7.500,1,44.180,44.033,1293.450,None,None,None,None,None,None,None,-10921639,1293.450,1239,174,2894,632497,471.870,13.454,0.633,2.125
ID222288,222288,7,22.048,296.726,866.643,0,15,15,7.500,1,42.785,43.626,1273.399,None,None,None,None,None,None,None,-10921639,1273.399,1250,180,3623,622692,656.765,10.473,0.554,1.383
ID222295,222295,9,19.840,191.820,920.123,0,15,15,7.500,1,46.564,46.241,1288.575,None,None,None,None,None,None,None,-10921639,1288.575,1264,211,3243,630113,580.579,13.151,0.573,1.616
ID222294,222294,13,11.244,1128.516,908.281,0,15,15,7.500,1,96.751,67.667,885.524,None,None,None,None,None,None,None,-10921639,885.524,865,301,2301,433021,262.238,13.418,0.429,2.029
ID222299,222299,13,8.723,1138.627,944.460,0,15,15,7.500,1,91.078,69.489,726.211,None,None,None,None,None,None,None,-10921639,726.211,722,225,1893,355117,281.873,10.271,0.331,1.281
ID222298,222298,12,21.224,161.846,942.919,0,15,15,7.500,1,48.000,51.000,1397.020,None,None,None,None,None,None,None,-10921639,1397.020,1349,213,3291,683143,459.568,13.829,0.593,2.264
ID222296,222296,8,21.712,231.301,921.964,0,15,15,7.500,1,46.299,46.196,1319.720,None,None,None,None,None,None,None,-10921639,1319.720,1287,174,3238,645343,523.615,13.977,0.597,1.885
ID222303,222303,16,29.776,384.886,971.035,0,15,15,7.500,1,48.464,48.008,1642.953,None,None,None,None,None,None,None,-10921639,1642.953,1225,123,7233,803404,1445.820,10.043,0.710,0.944
ID222302,222302,17,24.616,406.663,956.816,0,15,15,7.500,1,47.740,44.875,1338.055,None,None,None,None,None,None,None,-10921639,1338.055,1325,181,4743,654309,764.535,10.756,0.671,1.406
ID222301,222301,11,21.001,221.257,956.515,0,15,15,7.500,1,48.204,51.712,1372.538,None,None,None,None,None,None,None,-10921639,1372.538,1299,222,3288,671171,454.763,13.880,0.608,2.282
ID222300,222300,17,22.432,449.381,953.733,0,15,15,7.500,1,47.217,44.708,1213.168,None,None,None,None,None,None,None,-10921639,1213.168,1192,165,3953,593239,808.382,10.202,0.642,1.174
ID222306,222306,15,30.503,426.461,993.027,0,15,15,7.500,1,47.166,48.779,1828.781,None,None,None,None,None,None,None,-10921639,1828.781,1807,139,4054,894274,647.388,13.567,0.608,2.136
ID222305,222305,317,25.851,392.129,991.829,0,15,15,7.500,1,47.554,49.448,1691.260,None,None,None,None,None,None,None,-10921639,1691.260,1621,644,3423,827026,441.795,14.769,0.631,2.962
ID222311,222311,18,21.214,585.731,1002.897,0,15,15,7.500,1,43.031,44.262,1325.550,None,None,None,None,None,None,None,-10921639,1325.550,1358,241,2841,648194,421.096,13.499,0.587,2.330
ID222309,222309,20,19.425,343.477,999.022,0,15,15,7.500,1,49.309,51.059,1375.237,None,None,None,None,None,None,None,-10921639,1375.237,1341,217,3305,672491,484.098,13.763,0.531,1.970
ID222308,222308,19,26.822,522.697,998.270,0,15,15,7.500,1,45.444,48.094,1638.268,None,None,None,None,None,None,None,-10921639,1638.268,1720,172,3936,801113,732.883,10.949,0.593,1.664
ID222315,222315,24,13.573,744.333,1035.552,0,15,15,7.500,1,44.961,42.671,949.667,None,None,None,None,None,None,None,-10921639,949.667,947,132,3128,464387,609.640,9.158,0.406,0.900
ID222314,222314,25,28.950,263.269,1033.860,0,15,15,7.500,1,55.168,56.374,1794.479,None,None,None,None,None,None,None,-10921639,1794.479,1762,243,4612,877500,679.703,13.841,0.666,2.110
ID222313,222313,24,20.761,737.869,1021.057,0,15,15,7.500,1,49.438,42.200,1107.436,None,None,None,None,None,None,None,-10921639,1107.436,1153,88,3209,541536,713.649,8.360,0.493,1.025
ID222312,222312,22,32.929,489.804,1009.532,0,15,15,7.500,1,46.448,48.384,1848.172,None,None,None,None,None,None,None,-10921639,1848.172,1887,224,3488,903756,676.843,13.292,0.649,2.149
ID222319,222319,28,25.159,718.679,1060.494,0,15,15,7.500,1,99.327,42.763,1284.262,None,None,None,None,None,None,None,-10921639,1284.262,1315,179,3706,628004,914.883,7.752,0.501,0.937
ID222318,222318,28,17.303,690.698,1057.385,0,15,15,7.500,1,107.262,43.276,887.526,None,None,None,None,None,None,None,-10921639,887.526,814,177,2691,434000,585.101,10.484,0.547,1.073
ID222317,222317,26,22.597,615.693,1037.896,0,15,15,7.500,1,44.503,45.440,1409.775,None,None,None,None,None,None,None,-10921639,1409.775,1478,174,2925,689380,588.297,13.238,0.555,1.711
ID222316,222316,27,24.821,299.895,1037.814,0,15,15,7.500,1,58.378,56.798,1593.796,None,None,None,None,None,None,None,-10921639,1593.796,1476,201,5401,779366,919.211,13.568,0.682,1.407
ID222322,222322,24,16.501,753.024,1084.247,0,15,15,7.500,1,44.589,43.192,884.131,None,None,None,None,None,None,None,-10921639,884.131,812,173,3379,432340,630.609,7.780,0.537,0.979
ID222321,222321,28,14.891,731.204,1072.230,0,15,15,7.500,1,99.084,43.227,961.429,None,None,None,None,None,None,None,-10921639,961.429,964,180,2974,470139,632.995,8.162,0.356,0.797
ID222329,222329,29,11.127,1010.197,1133.540,0,15,15,7.500,1,149.505,66.092,967.464,None,None,None,None,None,None,None,-10921639,967.464,951,273,1833,473090,268.926,19.587,0.329,1.782
ID222332,222332,None,1.147,758.361,1151.818,0,15,15,7.500,1,44.755,44.699,297.112,None,None,None,None,None,None,None,-10921639,297.112,269,170,2541,145288,208.232,28.500,0.069,0.183
ID222163,222163,31,37.624,900.045,20.343,0,15,15,7.500,1,54.648,77.591,1778.663,None,None,None,None,None,None,None,-10921639,1778.663,1879,95,6247,869766,1281.262,8.131,0.686,1.130
ID222167,222167,36,55.332,713.595,41.258,0,15,15,7.500,1,47.106,48.450,2064.086,None,None,None,None,None,None,None,-10921639,2064.086,1929,61,7378,1009338,1877.839,9.672,0.778,0.962
ID222178,222178,37,35.516,877.608,87.654,0,15,15,7.500,1,51.883,82.505,1816.961,None,None,None,None,None,None,None,-10921639,1816.961,1912,118,5287,888494,1117.651,9.792,0.681,1.317
ID222182,222182,507,46.587,937.348,99.066,0,15,15,7.500,1,62.194,95.055,2105.532,None,None,None,None,None,None,None,-10921639,2105.532,2076,81,7299,1029605,1689.351,9.433,0.752,1.070
ID222180,222180,None,23.187,673.494,92.294,0,15,15,7.500,1,46.104,48.495,1914.147,None,None,None,None,None,None,None,-10921639,1914.147,1935,68,5700,936018,1114.319,28.500,0.259,0.706
ID222187,222187,42,30.765,889.654,146.142,0,15,15,7.500,1,49.501,67.990,1477.683,None,None,None,None,None,None,None,-10921639,1477.683,1588,105,4665,722587,905.565,8.500,0.646,1.281
ID222185,222185,43,25.407,938.963,126.019,0,15,15,7.500,1,52.808,70.309,1209.476,None,None,None,None,None,None,None,-10921639,1209.476,1143,103,5143,591434,970.196,7.892,0.615,0.950
ID222195,222195,None,21.904,669.536,221.856,0,15,15,7.500,1,70.714,41.728,1538.434,None,None,None,None,None,None,None,-10921639,1538.434,1553,122,5403,752294,979.969,14.118,0.462,0.992
ID222193,222193,46,21.914,669.536,221.856,0,15,15,7.500,1,70.714,41.728,1538.434,None,None,None,None,None,None,None,-10921639,1538.434,1553,122,5403,752294,979.969,14.118,0.462,0.992
ID222198,222198,615,25.135,150.297,232.834,0,15,15,7.500,1,49.094,49.067,1610.235,None,None,None,None,None,None,None,-10921639,1610.235,1553,226,4442,787405,865.575,16.180,0.571,1.352
ID222197,222197,615,20.625,130.709,228.744,0,15,15,7.500,1,49.951,49.953,1136.939,None,None,None,None,None,None,None,-10921639,1136.939,1131,181,4342,555963,709.650,9.775,0.572,1.166
ID222196,222196,47,29.700,179.709,224.625,0,15,15,7.500,1,49.145,48.963,1282.867,None,None,None,None,None,None,None,-10921639,1282.867,983,141,5377,627322,1129.809,8.439,0.644,0.889
ID222202,222202,49,14.031,1114.283,259.974,0,15,15,7.500,1,146.313,68.804,932.474,None,None,None,None,None,None,None,-10921639,932.474,924,236,2182,455980,398.059,10.428,0.459,1.474
ID222201,222201,46,25.385,671.697,245.729,0,15,15,7.500,1,76.117,41.337,1307.376,None,None,None,None,None,None,None,-10921639,1307.376,1344,125,4396,639307,876.973,9.769,0.669,1.195
ID222200,222200,50,29.368,97.942,244.418,0,15,15,7.500,1,49.462,49.544,1804.368,None,None,None,None,None,None,None,-10921639,1804.368,1742,241,4603,882336,747.633,13.426,0.653,1.906
ID222204,222204,51,80.248,678.915,285.574,0,15,15,7.500,1,82.669,76.675,3047.178,None,None,None,None,None,None,None,-10921639,3047.178,1095,78,14620,1490070,3293.147,8.107,0.847,0.849
ID220929,220929,31,29.895,899.403,21.391,0,16,16,7.500,1,55.317,75.491,1636.528,None,None,None,None,None,None,None,-10921639,1636.528,1822,94,4787,800262,1160.377,13.287,0.625,1.085
ID220933,220933,36,55.787,712.713,39.433,0,16,16,7.500,1,46.906,48.566,1996.673,None,None,None,None,None,None,None,-10921639,1996.673,1346,57,7490,976373,1926.282,9.126,0.768,0.901
ID220942,220942,37,35.489,876.875,89.072,0,16,16,7.500,1,53.000,81.791,1835.256,None,None,None,None,None,None,None,-10921639,1835.256,1922,152,5192,897440,1078.805,10.037,0.666,1.360
ID220945,220945,507,44.103,945.629,96.398,0,16,16,7.500,1,65.313,96.217,2011.798,None,None,None,None,None,None,None,-10921639,2011.798,2094,79,5927,983769,1536.199,10.029,0.738,1.112
ID220951,220951,42,32.473,889.252,146.825,0,16,16,7.500,1,48.695,69.746,1616.673,None,None,None,None,None,None,None,-10921639,1616.673,1691,141,5753,790553,896.172,10.072,0.663,1.439
ID220949,220949,43,25.649,938.445,126.398,0,16,16,7.500,1,52.035,71.532,1248.229,None,None,None,None,None,None,None,-10921639,1248.229,1355,128,4243,610384,867.929,8.063,0.621,1.101
ID220959,220959,615,21.651,130.201,230.519,0,16,16,7.500,1,49.818,49.550,1155.847,None,None,None,None,None,None,None,-10921639,1155.847,1161,185,3830,565209,682.418,9.852,0.600,1.271
ID220958,220958,47,29.304,178.322,224.073,0,16,16,7.500,1,49.305,49.278,1275.566,None,None,None,None,None,None,None,-10921639,1275.566,1129,164,5361,623752,1102.430,8.143,0.647,0.909
ID220957,220957,46,23.390,668.588,223.441,0,16,16,7.500,1,77.094,42.004,1512.816,None,None,None,None,None,None,None,-10921639,1512.816,1496,155,4989,739767,941.130,10.621,0.474,1.034
ID220963,220963,46,25.611,671.957,245.961,0,16,16,7.500,1,77.542,41.286,1338.460,None,None,None,None,None,None,None,-10921639,1338.460,1366,156,3910,654507,831.615,12.892,0.681,1.304
ID220962,220962,50,31.159,96.255,245.093,0,16,16,7.500,1,49.716,49.515,1837.401,None,None,None,None,None,None,None,-10921639,1837.401,1843,181,5183,898489,774.357,13.382,0.652,1.873
ID220960,220960,615,23.609,151.324,233.481,0,16,16,7.500,1,49.691,49.309,1595.190,None,None,None,None,None,None,None,-10921639,1595.190,1598,187,5601,780048,911.548,13.671,0.572,1.274
ID220965,220965,49,14.539,1115.241,260.083,0,16,16,7.500,1,147.791,69.022,972.317,None,None,None,None,None,None,None,-10921639,972.317,954,265,2321,475463,412.661,10.262,0.474,1.516
ID220970,220970,51,51.809,672.797,294.704,0,16,16,7.500,1,69.223,41.530,1849.112,None,None,None,None,None,None,None,-10921639,1849.112,299,76,16705,904216,3467.607,28.500,0.511,0.361
ID220968,220968,51,36.275,679.793,283.616,0,16,16,7.500,1,69.141,41.779,1396.378,None,None,None,None,None,None,None,-10921639,1396.378,273,71,12295,682829,2436.588,28.500,0.317,0.276
ID220975,220975,57,68.161,729.741,337.538,0,16,16,7.500,1,92.014,79.231,2472.732,None,None,None,None,None,None,None,-10921639,2472.732,511,83,13509,1209166,3243.414,7.575,0.816,0.685
ID220974,220974,53,75.213,758.239,335.805,0,16,16,7.500,1,87.648,75.172,2856.773,None,None,None,None,None,None,None,-10921639,2856.773,1629,101,14733,1396962,2990.905,8.589,0.836,0.870
ID220972,220972,54,29.895,653.602,320.168,0,16,16,7.500,1,80.425,85.986,1639.843,None,None,None,None,None,None,None,-10921639,1639.843,1629,162,5784,801883,915.654,10.512,0.719,1.499
ID220978,220978,629,35.150,697.916,347.895,0,16,16,7.500,1,58.634,66.096,1864.656,None,None,None,None,None,None,None,-10921639,1864.656,1841,127,6393,911817,1012.828,12.853,0.734,1.559
ID220977,220977,55,21.445,1031.164,347.422,0,16,16,7.500,1,96.595,58.589,1112.458,None,None,None,None,None,None,None,-10921639,1112.458,422,209,5053,543992,1006.149,7.423,0.475,0.712
ID220976,220976,56,20.756,1098.006,346.714,0,16,16,7.500,1,66.716,72.640,1052.366,None,None,None,None,None,None,None,-10921639,1052.366,968,143,3327,514607,765.782,9.117,0.530,0.952
ID220987,220987,66,30.149,759.463,392.368,0,16,16,7.500,1,40.599,40.632,1470.949,None,None,None,None,None,None,None,-10921639,1470.949,1554,136,4470,719294,842.640,10.421,0.693,1.429
ID220984,220984,63,17.918,1110.916,375.081,0,16,16,7.500,1,68.162,73.387,983.247,None,None,None,None,None,None,None,-10921639,983.247,966,125,3989,480808,668.812,8.228,0.424,0.875
ID220991,220991,64,41.896,255.898,415.423,0,16,16,7.500,1,103.301,102.601,1941.575,None,None,None,None,None,None,None,-10921639,1941.575,2051,106,6116,949430,1395.349,8.164,0.719,1.164
ID220990,220990,69,38.675,786.283,400.996,0,16,16,7.500,1,41.851,42.380,1948.147,None,None,None,None,None,None,None,-10921639,1948.147,1968,163,4943,952644,1006.125,13.156,0.705,1.601
ID220988,220988,741,22.207,338.588,398.442,0,16,16,7.500,1,72.916,41.117,1114.935,None,None,None,None,None,None,None,-10921639,1114.935,901,109,4430,545203,935.961,7.871,0.622,0.913
ID220995,220995,71,32.577,317.067,435.420,0,16,16,7.500,1,65.194,40.771,1372.787,None,None,None,None,None,None,None,-10921639,1372.787,1067,102,6223,671293,1268.221,8.049,0.696,0.888
ID220994,220994,110,37.768,21.208,434.652,0,16,16,7.500,1,49.550,45.204,1670.732,None,None,None,None,None,None,None,-10921639,1670.732,1611,140,6713,816988,1393.551,7.837,0.723,1.006
ID220992,220992,65,19.644,1125.031,420.004,0,16,16,7.500,1,80.984,85.489,1291.853,None,None,None,None,None,None,None,-10921639,1291.853,1213,250,2846,631716,420.734,13.609,0.547,2.170
ID220999,220999,70,32.090,758.341,443.515,0,16,16,7.500,1,40.411,41.211,1873.771,None,None,None,None,None,None,None,-10921639,1873.771,1869,219,4802,916274,710.574,13.490,0.695,2.162
ID220997,220997,737,35.567,804.252,441.003,0,16,16,7.500,1,42.742,43.135,1950.814,None,None,None,None,None,None,None,-10921639,1950.814,1933,215,4955,953948,884.501,13.369,0.656,1.748
ID220996,220996,736,23.527,728.821,435.422,0,16,16,7.500,1,40.213,40.458,1270.192,None,None,None,None,None,None,None,-10921639,1270.192,1292,133,4650,621124,710.348,10.519,0.640,1.395
ID221002,221002,71,23.450,343.065,453.544,0,16,16,7.500,1,67.640,39.775,1306.665,None,None,None,None,None,None,None,-10921639,1306.665,1249,129,4435,638959,961.998,8.983,0.594,1.012
ID221006,221006,73,41.004,801.089,495.454,0,16,16,7.500,1,41.810,42.955,2123.564,None,None,None,None,None,None,None,-10921639,2123.564,2259,169,4940,1038423,1030.519,13.366,0.713,1.715
ID221005,221005,74,40.796,746.274,489.636,0,16,16,7.500,1,39.847,40.548,2269.055,None,None,None,None,None,None,None,-10921639,2269.055,2158,456,4912,1109568,693.733,13.877,0.735,2.772
ID221004,221004,75,32.970,372.638,479.997,0,16,16,7.500,1,68.796,38.695,1501.043,None,None,None,None,None,None,None,-10921639,1501.043,1522,150,6003,734010,1106.052,8.614,0.700,1.118
ID221010,221010,75,31.814,378.997,507.406,0,16,16,7.500,1,69.008,38.853,1363.217,None,None,None,None,None,None,None,-10921639,1363.217,1048,116,5898,666613,1205.989,10.055,0.700,0.931
ID221013,221013,77,35.000,689.686,546.646,0,16,16,7.500,1,38.536,38.881,1869.916,None,None,None,None,None,None,None,-10921639,1869.916,2015,133,5875,914389,1113.068,10.372,0.651,1.325
ID221012,221012,78,15.451,395.165,544.264,0,16,16,7.500,1,64.767,37.838,1072.703,None,None,None,None,None,None,None,-10921639,1072.703,1016,280,2805,524552,426.103,13.777,0.550,1.788
ID221016,221016,76,15.014,389.262,586.967,0,16,16,7.500,1,71.209,36.070,980.532,None,None,None,None,None,None,None,-10921639,980.532,971,180,2105,479480,315.822,13.468,0.545,2.190
ID221023,221023,82,24.462,469.014,640.964,0,16,16,7.500,1,37.315,41.495,1615.229,None,None,None,None,None,None,None,-10921639,1615.229,1633,209,3867,789847,642.814,13.383,0.520,1.719
ID221022,221022,84,40.720,930.680,637.274,0,16,16,7.500,1,48.765,52.818,1735.552,None,None,None,None,None,None,None,-10921639,1735.552,1948,74,4693,848685,1268.925,8.960,0.736,1.160
ID221020,221020,79,34.983,903.597,626.584,0,16,16,7.500,1,47.070,54.485,1611.061,None,None,None,None,None,None,None,-10921639,1611.061,1885,94,4353,787809,1114.657,25.567,0.660,1.149
ID221027,221027,87,23.572,526.493,663.759,0,16,16,7.500,1,38.808,48.622,1763.331,None,None,None,None,None,None,None,-10921639,1763.331,1708,744,4001,862269,544.327,16.667,0.483,2.110
ID221026,221026,88,20.576,363.613,660.981,0,16,16,7.500,1,38.227,41.994,1436.605,None,None,None,None,None,None,None,-10921639,1436.605,1386,145,2793,702500,483.988,13.741,0.540,2.082
ID221025,221025,86,30.392,320.784,654.813,0,16,16,7.500,1,38.673,43.730,1786.890,None,None,None,None,None,None,None,-10921639,1786.890,1797,183,4199,873789,762.951,13.518,0.655,1.854
ID221024,221024,85,19.693,377.401,643.463,0,16,16,7.500,1,38.648,48.953,1603.663,None,None,None,None,None,None,None,-10921639,1603.663,1501,661,3742,784191,509.048,18.969,0.437,1.916
ID221031,221031,89,26.992,229.601,692.369,0,16,16,7.500,1,39.519,41.129,1479.575,None,None,None,None,None,None,None,-10921639,1479.575,1532,182,3426,723512,657.741,13.350,0.656,1.783
ID221030,221030,90,36.497,279.824,691.716,0,16,16,7.500,1,39.254,43.170,1929.969,None,None,None,None,None,None,None,-10921639,1929.969,1990,164,4806,943755,990.078,10.263,0.693,1.596
ID221029,221029,91,27.683,323.354,682.319,0,16,16,7.500,1,38.286,40.881,1608.344,None,None,None,None,None,None,None,-10921639,1608.344,1583,181,3649,786480,543.715,13.558,0.630,2.286
ID221028,221028,None,10.583,921.795,663.831,0,16,16,7.500,1,46.777,48.628,575.352,None,None,None,None,None,None,None,-10921639,575.352,291,176,3712,281347,613.501,7.376,0.363,0.500
ID221035,221035,839,29.728,293.942,721.196,0,16,16,7.500,1,40.542,43.409,1679.867,None,None,None,None,None,None,None,-10921639,1679.867,1680,229,3483,821455,600.978,13.554,0.698,2.298
ID221033,221033,93,31.968,1007.633,711.390,0,16,16,7.500,1,54.679,63.718,1492.706,None,None,None,None,None,None,None,-10921639,1492.706,1560,158,4266,729933,1124.989,9.078,0.662,1.057
ID221032,221032,92,15.235,368.526,692.037,0,16,16,7.500,1,47.978,38.239,1029.994,None,None,None,None,None,None,None,-10921639,1029.994,1016,175,2879,503667,407.576,15.561,0.521,1.731
ID221039,221039,99,31.342,1047.217,742.045,0,16,16,7.500,1,59.309,61.364,1333.170,None,None,None,None,None,None,None,-10921639,1333.170,551,126,4918,651920,1206.922,8.529,0.630,0.854
ID221038,221038,100,24.185,996.933,739.184,0,16,16,7.500,1,62.358,62.119,1324.139,None,None,None,None,None,None,None,-10921639,1324.139,1385,185,3317,647504,776.982,13.102,0.610,1.291
ID221037,221037,95,25.297,253.291,726.284,0,16,16,7.500,1,40.174,40.812,1469.728,None,None,None,None,None,None,None,-10921639,1469.728,1449,185,3692,718697,567.893,13.541,0.638,2.017
ID221043,221043,103,22.807,200.975,801.984,0,16,16,7.500,1,54.769,41.303,1238.703,None,None,None,None,None,None,None,-10921639,1238.703,1230,166,3451,605726,600.103,10.760,0.609,1.563
ID221042,221042,104,28.727,446.937,788.812,0,16,16,7.500,1,42.910,60.127,1458.767,None,None,None,None,None,None,None,-10921639,1458.767,1629,139,4450,713337,1051.943,9.375,0.686,1.129
ID221040,221040,98,30.966,271.721,764.536,0,16,16,7.500,1,40.597,41.978,1849.789,None,None,None,None,None,None,None,-10921639,1849.789,1827,333,3234,904547,496.993,13.833,0.661,2.962
ID221047,221047,3,14.227,291.514,822.431,0,16,16,7.500,1,41.873,41.143,951.413,None,None,None,None,None,None,None,-10921639,951.413,931,185,2727,465241,388.348,13.563,0.496,1.624
ID221046,221046,101,22.604,1043.893,810.930,0,16,16,7.500,1,110.106,58.288,1178.123,None,None,None,None,None,None,None,-10921639,1178.123,1001,181,3838,576102,940.106,9.092,0.438,0.763
ID221045,221045,106,20.624,1029.297,810.957,0,16,16,7.500,1,68.252,57.090,1117.035,None,None,None,None,None,None,None,-10921639,1117.035,1016,152,3932,546230,881.253,8.470,0.426,0.757
ID221044,221044,1,22.382,318.470,809.112,0,16,16,7.500,1,40.726,41.178,1393.556,None,None,None,None,None,None,None,-10921639,1393.556,1354,335,2966,681449,412.307,13.722,0.637,2.631
ID221051,221051,0,21.519,241.061,863.940,0,16,16,7.500,1,42.943,42.818,1224.393,None,None,None,None,None,None,None,-10921639,1224.393,1228,161,3266,598728,552.151,11.115,0.594,1.653
ID221049,221049,2,33.670,443.818,843.408,0,16,16,7.500,1,44.264,73.027,1640.094,None,None,None,None,None,None,None,-10921639,1640.094,1750,154,6078,802006,1275.845,7.985,0.694,1.054
ID221048,221048,253,20.250,241.808,833.476,0,16,16,7.500,1,44.405,42.094,1230.687,None,None,None,None,None,None,None,-10921639,1230.687,1190,186,3020,601806,534.149,13.307,0.622,1.767
ID221055,221055,5,20.605,366.317,880.702,0,16,16,7.500,1,42.252,42.926,1246.879,None,None,None,None,None,None,None,-10921639,1246.879,1261,230,3880,609724,620.147,10.520,0.540,1.410
ID221054,221054,6,20.904,208.983,878.161,0,16,16,7.500,1,44.566,44.254,1306.202,None,None,None,None,None,None,None,-10921639,1306.202,1281,198,2767,638733,473.416,13.413,0.632,2.138
ID221052,221052,7,22.982,296.373,866.842,0,16,16,7.500,1,42.908,43.468,1322.779,None,None,None,None,None,None,None,-10921639,1322.779,1352,109,3426,646839,665.440,10.204,0.565,1.436
ID221059,221059,13,11.775,1127.972,907.580,0,16,16,7.500,1,97.067,67.748,908.967,None,None,None,None,None,None,None,-10921639,908.967,896,392,2034,444485,230.135,13.732,0.443,2.426
ID221063,221063,12,23.055,162.579,942.257,0,16,16,7.500,1,48.194,51.961,1468.297,None,None,None,None,None,None,None,-10921639,1468.297,1417,266,2896,717997,424.009,13.861,0.611,2.627
ID221061,221061,8,21.036,230.344,922.045,0,16,16,7.500,1,45.937,46.294,1331.546,None,None,None,None,None,None,None,-10921639,1331.546,1284,205,3490,651126,492.396,14.311,0.596,2.019
ID221060,221060,9,19.739,192.327,920.178,0,16,16,7.500,1,46.720,46.389,1296.020,None,None,None,None,None,None,None,-10921639,1296.020,1260,135,3609,633754,571.945,13.382,0.571,1.648
ID221067,221067,11,21.131,219.928,957.910,0,16,16,7.500,1,48.566,51.928,1383.517,None,None,None,None,None,None,None,-10921639,1383.517,1338,274,3409,676540,469.430,13.677,0.604,2.219
ID221066,221066,17,24.652,450.087,955.564,0,16,16,7.500,1,47.417,44.607,1288.117,None,None,None,None,None,None,None,-10921639,1288.117,1275,164,4226,629889,798.222,10.270,0.661,1.285
ID221065,221065,17,22.660,406.876,955.785,0,16,16,7.500,1,47.802,44.920,1341.681,None,None,None,None,None,None,None,-10921639,1341.681,1313,182,4899,656082,768.790,10.599,0.596,1.303
ID221071,221071,317,26.651,391.999,994.219,0,16,16,7.500,1,47.832,49.830,1683.593,None,None,None,None,None,None,None,-10921639,1683.593,1647,488,3356,823277,474.072,13.972,0.633,2.753
ID221070,221070,15,30.406,427.085,992.633,0,16,16,7.500,1,47.037,48.873,1820.049,None,None,None,None,None,None,None,-10921639,1820.049,1803,196,3887,890004,637.261,13.656,0.611,2.167
ID221068,221068,16,35.504,391.850,963.384,0,16,16,7.500,1,48.020,47.603,1473.810,None,None,None,None,None,None,None,-10921639,1473.810,386,62,10400,720693,2113.034,7.982,0.589,0.517
ID221075,221075,20,20.502,341.422,999.255,0,16,16,7.500,1,49.454,51.595,1386.646,None,None,None,None,None,None,None,-10921639,1386.646,1354,223,2998,678070,482.960,13.593,0.535,2.003
ID221074,221074,19,28.891,522.639,998.421,0,16,16,7.500,1,45.616,48.524,1684.188,None,None,None,None,None,None,None,-10921639,1684.188,1760,145,3738,823568,760.097,13.272,0.594,1.652
ID221079,221079,25,29.764,263.592,1034.677,0,16,16,7.500,1,55.548,55.634,1678.372,None,None,None,None,None,None,None,-10921639,1678.372,1609,234,4689,820724,914.162,13.526,0.665,1.466
ID221078,221078,24,24.002,737.227,1018.274,0,16,16,7.500,1,43.235,42.421,1193.573,None,None,None,None,None,None,None,-10921639,1193.573,1238,96,3380,583657,781.961,8.517,0.556,1.091
ID221077,221077,22,32.990,489.261,1009.301,0,16,16,7.500,1,46.740,48.513,1866.014,None,None,None,None,None,None,None,-10921639,1866.014,1879,209,3882,912481,693.998,13.254,0.652,2.122
ID221076,221076,18,21.545,585.855,1003.168,0,16,16,7.500,1,43.456,44.387,1352.311,None,None,None,None,None,None,None,-10921639,1352.311,1381,239,2543,661280,416.737,13.435,0.589,2.406
ID221083,221083,None,2.460,785.887,1051.830,0,16,16,7.500,1,43.339,42.699,334.217,None,None,None,None,None,None,None,-10921639,334.217,268,181,2693,163432,307.312,5.052,0.123,0.239
ID221082,221082,26,24.177,615.262,1038.947,0,16,16,7.500,1,44.783,45.691,1471.865,None,None,None,None,None,None,None,-10921639,1471.865,1578,201,3190,719742,616.541,13.220,0.556,1.706
ID221081,221081,27,43.903,299.895,1036.314,0,16,16,7.500,1,59.335,57.675,1662.826,None,None,None,None,None,None,None,-10921639,1662.826,453,106,14964,813122,2197.511,8.182,0.709,0.628
ID221080,221080,24,12.599,743.761,1034.558,0,16,16,7.500,1,43.883,42.861,861.759,None,None,None,None,None,None,None,-10921639,861.759,832,139,3373,421400,563.099,13.473,0.422,0.908
ID221087,221087,24,17.303,752.945,1084.411,0,16,16,7.500,1,43.632,43.151,938.920,None,None,None,None,None,None,None,-10921639,938.920,904,191,2888,459132,656.912,7.833,0.536,0.998
ID221086,221086,28,13.936,734.485,1072.575,0,16,16,7.500,1,107.043,43.769,926.515,None,None,None,None,None,None,None,-10921639,926.515,876,136,2901,453066,647.390,8.380,0.286,0.637
ID221085,221085,28,22.498,725.217,1061.253,0,16,16,7.500,1,101.712,43.196,1209.493,None,None,None,None,None,None,None,-10921639,1209.493,1187,171,3882,591442,901.470,7.624,0.444,0.825
ID221084,221084,28,18.018,682.171,1055.239,0,16,16,7.500,1,107.941,43.571,956.497,None,None,None,None,None,None,None,-10921639,956.497,914,162,3070,467727,635.961,10.452,0.571,1.093
